City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Cayenne,GF,21-02-04 00:01:35,4.9333,-52.3333,80.6,83,75,13.8
298,Warrington,GB,21-02-04 00:01:03,53.3925,-2.5802,43.0,93,75,5.75
299,Riachao Das Neves,BR,21-02-04 00:01:37,-11.7461,-44.91,74.91,74,60,1.39
300,Miranda,CO,21-02-04 00:01:38,3.2499,-76.2281,71.02,74,100,3.24
301,Amapa,BR,21-02-04 00:01:38,1.0,-52.0,73.4,98,95,2.26
302,Kurchum,KZ,21-02-04 00:01:39,48.5722,83.6542,17.73,95,100,1.52
303,Berehove,UA,21-02-04 00:01:40,48.2056,22.6442,46.4,87,75,10.36
304,Hay River,CA,21-02-04 00:01:40,60.8156,-115.7999,-13.0,70,100,6.91
305,Mareeba,AU,21-02-03 23:59:25,-17.0,145.4333,87.01,75,82,5.01
306,Hobyo,SO,21-02-04 00:01:41,5.3505,48.5268,75.85,82,13,15.17
307,Winnemucca,US,21-02-04 00:01:43,40.973,-117.7357,35.6,64,90,16.11
308,Ciudad Real,ES,21-02-04 00:01:43,39.0,-4.0,50.0,92,100,2.53
309,Kaeo,NZ,21-02-04 00:01:44,-35.1,173.7833,78.01,58,74,10.0
310,Vilhena,BR,21-02-03 23:58:29,-12.7406,-60.1458,73.4,100,0,2.3
311,Klyuchi,RU,21-02-04 00:01:45,52.2667,79.1667,32.45,97,100,12.66
312,Pryazha,RU,21-02-04 00:01:45,61.6926,33.6216,15.8,92,100,6.71
313,Maun,BW,21-02-04 00:01:47,-19.9833,23.4167,69.8,100,75,5.75
314,Freeport,US,21-02-03 23:58:43,40.6576,-73.5832,36.0,55,90,19.57
315,Cabedelo,BR,21-02-04 00:01:49,-6.9811,-34.8339,80.6,78,20,8.05
316,Lengshuitan,CN,21-02-04 00:01:17,26.4111,111.5956,55.51,81,88,3.8
317,Axim,GH,21-02-04 00:01:50,4.8699,-2.2405,79.83,86,19,7.58
318,Marmande,FR,21-02-04 00:01:50,44.5,0.1667,52.0,91,40,5.01
319,Sale,MA,21-02-03 23:58:51,34.0389,-6.8166,55.99,100,51,1.48
320,Vestmannaeyjar,IS,21-02-04 00:01:52,63.4427,-20.2734,37.94,77,91,33.98
321,Nanortalik,GL,21-02-04 00:01:52,60.1432,-45.2371,14.34,81,17,12.06
322,Cotonou,BJ,21-02-04 00:01:53,6.3654,2.4183,84.2,84,40,12.66
323,Trofors,NO,21-02-04 00:01:53,65.5333,13.4063,21.2,63,2,13.8
324,San Francisco,US,21-02-04 00:01:25,37.7749,-122.4194,57.2,58,75,16.11
325,Emerald,AU,21-02-03 23:56:58,-23.5333,148.1667,81.0,61,40,11.5
326,Wajima,JP,21-02-04 00:01:56,37.4,136.9,33.8,93,75,14.97
327,Mathathane,BW,21-02-04 00:01:56,-22.2687,28.7495,72.81,83,86,9.42
328,Itapirapua,BR,21-02-04 00:01:56,-15.8233,-50.6133,77.09,78,95,4.7
329,Pingyi,CN,21-02-04 00:01:59,35.5006,117.6308,32.4,80,0,4.41
330,Walvis Bay,NA,21-02-03 23:57:03,-22.9575,14.5053,66.99,85,28,7.31
331,Grand Gaube,MU,21-02-04 00:02:01,-20.0064,57.6608,75.0,89,8,3.0
332,Klaksvik,FO,21-02-04 00:02:01,62.2266,-6.589,32.0,100,47,19.57
333,Plover,US,21-02-04 00:00:13,44.4564,-89.544,28.99,59,1,4.61
334,Robe,AU,21-02-04 00:02:02,-37.1833,139.75,65.95,67,100,11.34
335,Ferrol,ES,21-02-04 00:02:03,43.4832,-8.2369,53.01,87,11,17.52
336,Marawi,PH,21-02-04 00:02:03,7.9986,124.2928,78.01,87,72,7.0
337,Ikalamavony,MG,21-02-03 23:59:21,-21.15,46.5833,68.22,84,80,5.35
338,Chicama,PE,21-02-04 00:02:04,-7.8447,-79.1469,71.6,83,0,11.5
339,Heze,CN,21-02-04 00:02:04,35.2431,115.4411,34.56,72,18,6.11
340,Kieta,PG,21-02-04 00:02:04,-6.2167,155.6333,83.89,76,80,11.39
341,Saskylakh,RU,21-02-04 00:02:05,71.9167,114.0833,-36.17,78,38,7.36
342,Haines Junction,CA,21-02-04 00:02:05,60.7522,-137.5108,-4.0,50,100,1.14
343,Vanimo,PG,21-02-04 00:02:06,-2.6741,141.3028,76.24,90,100,2.28
344,Kon Tum,VN,21-02-04 00:02:06,14.35,108.0,59.18,85,10,3.47
345,Kajaani,FI,21-02-04 00:00:41,64.2273,27.7285,-16.6,76,85,2.3
346,Shingu,JP,21-02-04 00:02:07,33.7333,135.9833,41.0,60,20,9.22
347,San Cristobal,VE,21-02-04 00:02:07,7.7669,-72.225,69.17,70,41,2.1
348,Isangel,VU,21-02-04 00:02:08,-19.55,169.2667,86.0,70,40,9.22
349,Lorengau,PG,21-02-04 00:02:08,-2.0226,147.2712,83.39,69,67,1.5
350,Antsohihy,MG,21-02-04 00:02:08,-14.8796,47.9875,74.62,96,100,4.45
351,Acarau,BR,21-02-04 00:02:09,-2.8856,-40.12,79.77,78,80,15.14
352,Ulaanbaatar,MN,21-02-04 00:02:09,47.9077,106.8832,-9.4,77,0,2.24
353,Saint-Francois,FR,21-02-04 00:02:10,46.4154,3.9054,44.01,87,0,2.3
354,Ormara,PK,21-02-04 00:02:11,25.2088,64.6357,66.83,29,0,19.77
355,Rapid Valley,US,21-02-04 00:02:07,44.0625,-103.1463,36.0,64,90,28.77
356,Airai,TL,21-02-04 00:02:12,-8.9266,125.4092,61.9,100,100,4.63
357,Severo-Kurilsk,RU,21-02-04 00:02:12,50.6789,156.125,10.87,92,100,32.12
358,Komsomolskiy,UZ,21-02-04 00:02:13,40.4272,71.7189,32.0,74,0,6.91
359,Neryungri,RU,21-02-04 00:02:13,56.6709,124.6491,-34.11,80,95,1.16
360,Galle,LK,21-02-04 00:02:14,6.0367,80.217,75.9,88,98,3.13
361,Ca Mau,VN,21-02-04 00:00:24,9.1769,105.15,73.49,81,75,3.49
362,Suez,EG,21-02-04 00:02:15,29.9737,32.5263,61.07,55,21,10.89
363,Luderitz,NA,21-02-04 00:02:16,-26.6481,15.1594,66.13,72,0,12.68
364,Vila Franca Do Campo,PT,21-02-04 00:02:16,37.7167,-25.4333,51.8,71,40,4.61
365,Kumbo,CM,21-02-04 00:02:16,6.2,10.6667,61.14,31,1,5.64
366,Gat,IL,21-02-04 00:02:17,31.61,34.7642,61.0,53,0,6.53
367,Iwaki,JP,21-02-04 00:02:17,37.05,140.8833,39.0,93,40,1.14
368,Osijek,HR,21-02-04 00:02:05,45.5511,18.6939,48.0,87,0,9.22
369,Arrecife,ES,21-02-04 00:02:18,28.963,-13.5477,62.6,72,75,4.61
370,Tocopilla,CL,21-02-03 23:57:56,-22.092,-70.1979,69.13,65,70,4.76
371,Carndonagh,IE,21-02-04 00:02:18,55.25,-7.2667,42.03,90,100,18.5
372,Vicuna,CL,21-02-04 00:02:20,-30.0319,-70.7081,75.99,27,0,2.13
373,Nosy Varika,MG,21-02-04 00:02:21,-20.5833,48.5333,76.01,89,44,4.56
374,Sagae,JP,21-02-04 00:02:21,38.3725,140.2725,26.6,93,75,3.44
375,Qaqortoq,GL,21-02-04 00:02:22,60.7167,-46.0333,12.2,57,1,10.36
376,Santa Rosa,PH,21-02-04 00:02:23,14.3122,121.1114,81.0,83,20,1.14
377,Port Hawkesbury,CA,21-02-04 00:02:23,45.6169,-61.3485,42.8,93,90,8.05
378,Olga,RU,21-02-04 00:02:24,43.7444,135.2892,-0.54,77,0,12.48
379,Kenora,CA,21-02-03 23:57:33,49.8167,-94.4337,24.8,80,90,4.61
380,Awash,ET,21-02-04 00:02:25,8.9833,40.1667,59.47,38,0,1.36
381,Katsuura,JP,21-02-04 00:02:25,35.1333,140.3,50.0,43,20,20.71
382,Beringovskiy,RU,21-02-04 00:02:26,63.05,179.3167,3.7,93,100,15.41
383,Ossora,RU,21-02-04 00:02:26,59.2353,163.0719,25.03,90,67,20.8
384,Diego De Almagro,CL,21-02-04 00:01:28,-26.3667,-70.05,64.74,39,0,3.2
385,Esperance,AU,21-02-04 00:00:51,-33.8667,121.9,60.8,51,40,19.57
386,Grindavik,IS,21-02-04 00:02:27,63.8424,-22.4338,35.6,75,0,24.16
387,Pacific Grove,US,21-02-04 00:02:27,36.6177,-121.9166,55.99,62,1,10.36
388,Buala,SB,21-02-04 00:02:27,-8.145,159.5921,80.4,78,100,9.06
389,Sistranda,NO,21-02-04 00:02:29,63.7256,8.834,15.8,73,20,17.27
390,Lazaro Cardenas,MX,21-02-04 00:00:02,17.9583,-102.2,78.84,75,6,8.75
391,Sakakah,SA,21-02-04 00:02:29,29.9697,40.2064,60.8,39,40,3.44
392,Kalawit,PH,21-02-04 00:02:31,8.0667,122.5167,80.35,80,91,14.05
393,Acapulco,MX,21-02-04 00:00:39,16.8634,-99.8901,82.4,69,20,8.05
394,Shache,CN,21-02-04 00:00:31,38.4167,77.2406,25.3,86,0,2.77
395,Mogadishu,SO,21-02-04 00:02:32,2.0371,45.3438,75.99,83,74,18.92
396,Anadyr,RU,21-02-04 00:02:32,64.75,177.4833,-0.4,78,40,42.5
397,Hailey,US,21-02-04 00:02:33,43.5196,-114.3153,30.2,64,20,10.36
398,Coffs Harbour,AU,21-02-04 00:02:34,-30.3,153.1333,79.0,61,0,8.05
399,Macusani,PE,21-02-04 00:02:34,-14.0833,-70.4333,39.13,89,95,3.49
400,Merauke,ID,21-02-04 00:02:35,-8.4667,140.3333,80.17,87,77,11.39
401,Avera,US,21-02-04 00:02:35,33.194,-82.5271,42.8,45,1,4.61
402,Seybaplaya,MX,21-02-04 00:02:35,19.65,-90.6667,68.0,68,20,11.5
403,Rio Verde De Mato Grosso,BR,21-02-04 00:02:36,-18.9181,-54.8442,81.59,66,87,4.7
404,Tete,MZ,21-02-03 23:57:59,-16.1564,33.5867,75.2,100,40,4.61
405,Joshimath,IN,21-02-04 00:02:37,30.5667,79.5667,36.79,57,48,7.4
406,Lakeside,US,21-02-04 00:02:38,30.13,-81.7682,54.0,35,20,3.44
407,Bodden Town,KY,21-02-04 00:02:38,19.2833,-81.25,73.4,56,40,9.22
408,Tahta,EG,21-02-04 00:02:40,26.7693,31.5021,59.0,44,0,11.5
409,Saldanha,ZA,21-02-04 00:02:40,-33.0117,17.9442,62.6,82,0,5.75
410,Riviere-Au-Renard,CA,21-02-04 00:02:40,48.9957,-64.3971,30.2,80,40,10.36
411,Pangody,RU,21-02-04 00:02:41,65.85,74.4859,3.38,94,98,7.4
412,Matay,EG,21-02-04 00:02:42,28.419,30.7792,54.1,71,0,10.89
413,Batagay-Alyta,RU,21-02-04 00:02:43,67.8006,130.4114,-40.23,72,0,1.57
414,Ginda,IN,21-02-04 00:02:43,30.6945,78.4932,38.97,63,73,8.12
415,Kota Tinggi,MY,21-02-04 00:01:11,1.7381,103.8999,73.4,88,20,1.14
416,Portland,US,21-02-03 23:59:34,45.5234,-122.6762,48.0,71,75,3.44
417,Kumluca,TR,21-02-04 00:02:44,36.3703,30.2869,58.71,57,32,3.56
418,Abu Dhabi,AE,21-02-04 00:01:02,24.4667,54.3667,66.2,88,40,2.3
419,Atambua,ID,21-02-04 00:02:45,-9.1061,124.8925,73.22,94,100,3.74
420,Yichun,CN,21-02-04 00:00:41,47.7,128.9,-20.94,87,65,3.49
421,Tiarei,PF,21-02-04 00:02:48,-17.5333,-149.3333,77.0,88,75,3.44
422,Trincomalee,LK,21-02-04 00:02:48,8.5711,81.2335,77.45,77,68,13.09
423,Fort Abbas,PK,21-02-04 00:02:49,29.1925,72.8536,53.74,48,0,9.13
424,Bambous Virieux,MU,21-02-04 00:02:49,-20.3428,57.7575,78.8,83,75,9.22
425,Sao Filipe,CV,21-02-04 00:02:49,14.8961,-24.4956,72.09,77,80,10.85
426,Mitu,CO,21-02-03 23:58:20,1.1983,-70.1733,74.62,95,92,2.46
427,Asnaes,DK,21-02-04 00:02:52,55.8123,11.5013,27.0,86,98,13.0
428,Nelson,NZ,21-02-04 00:00:40,-41.2833,173.2833,68.0,56,12,4.0
429,Luau,AO,21-02-04 00:02:53,-10.7073,22.2247,63.32,96,100,1.88
430,Sim,RU,21-02-04 00:02:55,54.993,57.6982,18.55,94,99,2.8
431,Iralaya,HN,21-02-04 00:02:57,15.0,-83.2333,78.8,70,75,11.5
432,Victoria Point,AU,21-02-04 00:02:57,-27.5833,153.3,84.0,66,4,5.01
433,Mbaiki,CF,21-02-04 00:02:58,3.8678,17.9892,77.5,56,42,3.22
434,Bethel,US,21-02-04 00:02:58,41.3712,-73.414,30.2,74,90,4.61
435,Khasan,RU,21-02-04 00:02:58,42.4308,130.6434,8.01,79,0,20.78
436,Petropavlovsk-Kamchatskiy,RU,21-02-04 00:02:59,53.0452,158.6483,17.6,45,100,13.42
437,Cururupu,BR,21-02-04 00:03:00,-1.8283,-44.8683,76.03,92,52,3.62
438,Denpasar,ID,21-02-04 00:03:00,-8.65,115.2167,78.8,89,40,1.14
439,Saint-Augustin,CA,21-02-04 00:03:01,51.226,-58.6502,35.38,97,100,13.87
440,Cairns,AU,21-02-03 23:59:11,-16.9167,145.7667,87.01,70,80,4.61
441,Kaoma,ZM,21-02-04 00:03:01,-14.7833,24.8,64.83,96,100,3.62
442,Pitimbu,BR,21-02-04 00:03:02,-7.4706,-34.8086,80.6,78,20,6.91
443,North Bend,US,21-02-04 00:03:02,43.4065,-124.2243,51.01,76,1,4.61
444,Codrington,AU,21-02-04 00:03:03,-38.2667,141.9667,76.24,40,99,8.28
445,Tarauaca,BR,21-02-04 00:03:04,-8.1614,-70.7656,75.97,88,86,2.19
446,Kristianstad,SE,21-02-04 00:03:05,56.0313,14.1524,26.6,80,90,13.8
447,Carnarvon,AU,21-02-04 00:03:05,-24.8667,113.6333,78.8,90,90,25.32
448,Statesboro,US,21-02-04 00:02:33,32.4488,-81.7832,44.6,60,1,5.57
449,Madang,PG,21-02-04 00:03:06,-5.2246,145.7966,79.48,83,98,7.9
450,Sorong,ID,21-02-04 00:03:08,-0.8833,131.25,83.57,73,93,10.76
451,Olinda,BR,21-02-04 00:03:08,-8.0089,-34.8553,78.8,69,40,8.05
452,Port Moresby,PG,21-02-04 00:03:09,-9.4431,147.1797,77.0,88,90,11.5
453,Ekhabi,RU,21-02-04 00:03:10,53.5102,142.9671,-22.88,79,0,16.84
454,Maniitsoq,GL,21-02-04 00:03:12,65.4167,-52.9,2.61,75,100,7.34
455,Imbituba,BR,21-02-04 00:01:21,-28.24,-48.6703,82.4,78,75,5.75
456,Sompeta,IN,21-02-04 00:03:12,18.9333,84.6,65.35,54,0,4.5
457,Jardim,BR,21-02-04 00:03:15,-21.4803,-56.1381,77.97,83,100,1.32
458,Rawson,AR,21-02-03 23:59:07,-43.3002,-65.1023,75.81,40,75,9.69
459,Guerrero Negro,MX,21-02-04 00:03:17,27.9769,-114.0611,65.34,69,80,17.74
460,Alofi,NU,21-02-04 00:03:19,-19.0595,-169.9187,80.6,89,90,10.36
461,Portogruaro,IT,21-02-04 00:03:20,45.7753,12.8386,45.0,95,97,1.77
462,Basco,PH,21-02-04 00:03:20,20.4487,121.9702,72.01,76,20,24.96
463,Laizhou,CN,21-02-04 00:03:20,37.1717,119.9214,28.4,84,0,6.85
464,Ust-Kuyga,RU,21-02-04 00:03:21,70.0167,135.6,-35.59,80,100,5.14
465,Ankazoabo,MG,21-02-04 00:03:21,-22.2833,44.5167,75.61,65,31,4.74
466,Iskateley,RU,21-02-04 00:03:22,67.6803,53.1512,-0.85,93,83,7.31
467,Leshukonskoye,RU,21-02-04 00:03:22,64.8989,45.7622,0.79,94,99,3.94
468,Minna,NG,21-02-04 00:03:22,9.6139,6.5569,77.99,15,32,10.04
469,Tuscaloosa,US,21-02-04 00:03:23,33.2098,-87.5692,46.4,42,1,1.25
470,Gambela,ET,21-02-04 00:03:23,8.25,34.5833,82.27,31,1,3.15
471,Timmins,CA,21-02-04 00:00:50,48.4669,-81.3331,14.0,92,20,3.44
472,Kebumen,ID,21-02-04 00:03:24,-7.6687,109.6519,77.9,82,100,4.99
473,Mandalgovi,MN,21-02-04 00:03:25,45.7625,106.2708,10.54,80,0,15.35
474,Banjar,ID,21-02-04 00:03:25,-8.19,114.9675,78.8,89,40,1.14
475,Westport,US,21-02-04 00:03:27,41.1415,-73.3579,34.0,64,90,12.66
476,Bagdarin,RU,21-02-04 00:03:28,54.4333,113.6,-18.06,80,84,0.87
477,Faanui,PF,21-02-04 00:03:29,-16.4833,-151.75,81.61,70,13,9.13
478,Jacareacanga,BR,21-02-04 00:03:29,-6.2222,-57.7528,76.51,95,98,1.45
479,Salalah,OM,21-02-04 00:03:34,17.0151,54.0924,64.4,42,0,5.75
480,Lamu,KE,21-02-04 00:03:34,-2.2717,40.902,75.16,87,47,6.38
481,Bako,ET,21-02-04 00:03:34,5.7833,36.5667,67.35,35,0,4.23
482,Berbera,SO,21-02-04 00:03:35,10.4396,45.0143,71.98,61,11,5.32
483,Urumqi,CN,21-02-04 00:02:23,43.801,87.6005,15.8,92,55,2.24
484,Lakes Entrance,AU,21-02-04 00:03:35,-37.8811,147.981,79.0,48,41,11.99
485,Nivala,FI,21-02-04 00:03:36,63.9167,24.9667,8.01,90,97,6.11
486,Mnogovershinnyy,RU,21-02-04 00:03:36,53.9353,139.9242,-27.06,82,7,9.8
487,La Ronge,CA,21-02-04 00:03:37,55.1001,-105.2842,6.8,78,90,9.22
488,Dunnville,CA,21-02-04 00:00:55,42.9001,-79.6163,30.99,55,0,13.8
489,Bandipur,NP,21-02-04 00:03:39,27.9333,84.4167,42.69,62,0,2.98
490,Tanabi,BR,21-02-04 00:03:40,-20.6264,-49.6492,69.8,88,75,3.44
491,Neiafu,TO,21-02-04 00:03:41,-18.65,-173.9833,82.4,89,75,10.36
492,Lipari,IT,21-02-04 00:03:42,38.4674,14.954,54.0,76,0,3.44
493,Kirakira,SB,21-02-04 00:03:42,-10.4544,161.9205,80.46,81,100,17.69
494,Dongsheng,CN,21-02-04 00:03:43,39.8161,109.9776,16.7,72,5,11.23
495,Antalaha,MG,21-02-04 00:03:43,-14.9003,50.2788,76.21,87,85,5.93
496,Bonthe,SL,21-02-04 00:03:44,7.5264,-12.505,78.15,83,47,6.8
497,Eureka,US,21-02-04 00:03:44,40.8021,-124.1637,54.0,66,1,12.66
498,Samoded,RU,21-02-04 00:03:44,63.6083,40.5111,9.9,96,100,7.14
499,Waipawa,NZ,21-02-04 00:03:45,-41.4122,175.5153,64.0,63,75,23.02
500,Hohhot,CN,21-02-04 00:03:45,40.8106,111.6522,-0.4,71,0,6.71
501,Saint Anthony,US,21-02-04 00:03:45,45.0205,-93.218,33.8,74,20,16.11
502,San Patricio,US,21-02-04 00:03:46,28.017,-97.5169,73.4,64,75,19.57
503,Hengshui,CN,21-02-04 00:03:47,37.7322,115.7011,29.48,70,16,8.41
504,Alice,US,21-02-04 00:03:47,27.7523,-98.0697,75.2,68,1,18.41
505,Kommunisticheskiy,RU,21-02-04 00:03:49,61.6789,64.4819,4.1,93,40,7.38
506,Watsa,CD,21-02-04 00:03:49,3.0372,29.5355,70.43,50,42,2.26
507,Sao Jose Da Coroa Grande,BR,21-02-04 00:03:50,-8.8978,-35.1478,78.1,79,26,8.23
508,Trelew,AR,21-02-04 00:03:50,-43.249,-65.3051,77.02,35,84,13.82
509,Conceicao Do Araguaia,BR,21-02-04 00:03:50,-8.2578,-49.2647,76.69,86,53,2.01
510,Grand-Lahou,CI,21-02-04 00:03:51,5.1367,-5.0242,79.29,88,29,8.93
511,Hualmay,PE,21-02-04 00:02:15,-11.0964,-77.6139,71.74,74,80,8.75
512,Asfi,MA,21-02-04 00:03:52,32.2994,-9.2372,56.43,85,11,1.92
513,Murgab,TM,21-02-04 00:03:53,37.4966,61.9714,39.2,70,1,6.91
514,Alta Floresta,BR,21-02-04 00:00:43,-9.8756,-56.0861,74.95,88,76,1.5
515,Eskil,TR,21-02-04 00:03:56,38.4017,33.4131,43.83,71,82,2.13
516,Camana,PE,21-02-04 00:03:56,-16.6228,-72.7111,71.04,79,78,6.4
517,Kalininsk,RU,21-02-04 00:03:56,51.5,44.4758,35.28,97,96,7.72
518,The Hammocks,US,21-02-04 00:03:57,25.6715,-80.4445,60.01,63,1,8.05
519,Aurillac,FR,21-02-04 00:03:58,44.9167,2.45,45.0,100,49,9.22
520,Nisia Floresta,BR,21-02-04 00:03:58,-6.0911,-35.2086,80.6,78,40,11.5
521,La Baule-Escoublac,FR,21-02-04 00:03:58,47.2922,-2.364,48.2,93,75,10.36
522,Atbasar,KZ,21-02-04 00:03:59,51.8,68.3333,24.98,98,100,9.26
523,Sorland,NO,21-02-04 00:03:59,67.667,12.6934,34.81,81,37,22.66
524,Astoria,US,21-02-04 00:03:59,46.1879,-123.8313,45.0,76,1,3.44
525,Khorixas,NA,21-02-04 00:04:00,-20.3667,14.9667,68.38,61,46,4.05
526,Ranong,TH,21-02-04 00:04:00,9.9658,98.6348,78.8,83,40,4.61
527,Sao Felix Do Xingu,BR,21-02-04 00:04:00,-6.6447,-51.995,75.72,84,51,1.41
528,Touros,BR,21-02-04 00:04:01,-5.1989,-35.4608,78.8,83,40,6.91
529,Kalianget,ID,21-02-04 00:04:01,-7.05,113.9333,79.45,84,67,15.28
530,Takoradi,GH,21-02-04 00:04:01,4.8845,-1.7554,80.2,84,52,8.77
531,Tambura,SS,21-02-04 00:04:02,5.6,27.4667,73.47,29,0,2.8
532,Visnes,NO,21-02-04 00:04:02,59.3556,5.2242,24.01,86,0,10.36
533,Puerto Carreno,CO,21-02-04 00:04:02,6.189,-67.4859,87.01,52,88,3.22
534,Samarai,PG,21-02-04 00:04:03,-10.6167,150.6667,83.48,73,97,10.29
535,Riyadh,SA,21-02-04 00:00:01,24.6877,46.7219,66.2,32,0,4.61
536,Saran,FR,21-02-04 00:04:03,47.9501,1.876,44.01,93,75,6.91
537,Tommot,RU,21-02-04 00:04:04,58.9564,126.2925,-26.41,81,100,2.21
538,Jackson,US,21-02-04 00:04:04,42.4165,-122.8345,48.2,49,75,5.75
539,Aripuana,BR,21-02-04 00:04:05,-9.1667,-60.6333,75.9,95,77,1.48
540,Senneterre,CA,21-02-04 00:04:05,48.3835,-77.2328,23.0,80,1,10.36
541,Gamba,GA,21-02-04 00:04:06,-2.65,10.0,78.73,88,100,5.06
542,Qiongshan,CN,21-02-04 00:04:06,20.0058,110.3542,68.0,94,75,6.71
543,Altamira,BR,21-02-04 00:04:06,-3.2033,-52.2064,79.54,65,26,3.47
544,Krasnogorodsk,RU,21-02-04 00:04:07,56.8357,28.2822,14.43,97,47,6.42
545,Antofagasta,CL,21-02-04 00:04:10,-23.65,-70.4,64.4,82,0,8.05
546,Sideropolis,BR,21-02-04 00:04:10,-28.5978,-49.4244,76.6,88,100,2.64
547,Vila Velha,BR,21-02-03 23:59:12,-20.3297,-40.2925,79.0,83,20,11.5
548,Shubarshi,KZ,21-02-04 00:04:12,48.5872,57.1869,28.26,96,100,5.59
549,Martapura,ID,21-02-04 00:01:30,-3.4167,114.85,75.2,94,20,2.3
550,Caledon,ZA,21-02-04 00:00:07,-34.23,19.4265,60.01,92,0,3.11
551,Rangapara,IN,21-02-04 00:04:13,26.8167,92.65,57.22,51,0,3.69
552,Namibe,AO,21-02-04 00:04:13,-15.1961,12.1522,71.44,74,99,9.13
553,Ringebu,NO,21-02-04 00:04:13,61.5167,10.1667,0.63,84,34,2.93
554,Nsanje,MW,21-02-04 00:04:14,-16.92,35.262,75.36,95,55,2.53
555,Sovetskaya Gavan,RU,21-02-04 00:00:59,48.9723,140.2878,-11.4,75,58,11.56
556,Mount Gambier,AU,21-02-03 23:59:32,-37.8333,140.7667,68.0,60,93,10.36
557,Hambantota,LK,21-02-04 00:04:17,6.1241,81.1185,75.69,75,75,16.98
558,Manokwari,ID,21-02-04 00:02:07,-0.8667,134.0833,81.36,74,99,5.32
559,Narasannapeta,IN,21-02-04 00:04:18,18.4167,84.05,63.63,68,0,6.4
560,Springfield,US,21-02-04 00:00:03,37.2153,-93.2982,53.6,37,1,14.97
561,Mwinilunga,ZM,21-02-04 00:04:19,-11.7358,24.4293,60.96,92,97,1.14
562,Muhos,FI,21-02-04 00:04:20,64.808,25.9931,14.0,92,90,6.91
563,Mashhad,IR,21-02-04 00:04:20,36.297,59.6062,33.8,69,0,2.59
564,Gallup,US,21-02-04 00:04:21,35.5281,-108.7426,53.6,54,75,21.85
565,Oliveira Dos Brejinhos,BR,21-02-04 00:04:22,-12.3169,-42.8961,72.97,81,97,3.04
566,Methven,NZ,21-02-04 00:04:23,-43.6333,171.65,55.0,89,98,6.71
567,Karangampel,ID,21-02-04 00:04:23,-6.4622,108.4519,77.23,89,100,14.2
568,Malakal,SS,21-02-04 00:04:24,9.5334,31.6605,78.44,22,0,2.26
569,Batemans Bay,AU,21-02-04 00:04:25,-35.7167,150.1833,75.0,72,19,10.0
570,Hurup,DK,21-02-04 00:04:26,56.7494,8.4195,26.01,87,100,11.99
571,Xuddur,SO,21-02-04 00:04:27,4.1213,43.8894,63.93,94,9,12.93
572,San Matias,BO,21-02-04 00:04:27,-16.3667,-58.4,80.67,74,87,4.38
573,Bonavista,CA,21-02-04 00:04:28,48.6499,-53.1147,46.99,100,100,6.91
